Absolute Magnitude,Est Dia in KM(min),Est Dia in KM(max),Est Dia in M(min),Est Dia in M(max),Est Dia in Miles(min),Est Dia in Miles(max),Est Dia in Feet(min),Est Dia in Feet(max),Relative Velocity km per sec,Relative Velocity km per hr,Miles per hour,Miss Dist.(Astronomical),Miss Dist.(lunar),Miss Dist.(kilometers),Miss Dist.(miles),Orbit ID,Orbit Uncertainity,Minimum Orbit Intersection,Jupiter Tisserand Invariant,Epoch Osculation,Eccentricity,Semi Major Axis,Inclination,Asc Node Longitude,Orbital Period,Perihelion Distance,Perihelion Arg,Aphelion Dist,Perihelion Time,Mean Anomaly,Mean Motion,Hazardous
25.793000000000003,0.018448241599999998,0.0412515222,18.4482415599,41.2515221932,0.0114632023,0.0256324996,60.5257288393,135.3396440724,14.777123142699999,53197.6433137286,33054.946757911,0.2629630213,102.29261779790001,39338708.0,24443940.0,2,6,0.0227205,6.354,2458000.5,0.2821555233074357,0.9373489228351276,9.543367993332907,176.96543508563232,331.4746752842175,0.6728707469909211,233.4147843379444,1.201827098679334,2458071.6897848076,282.68391994387787,1.08605581917027,0
21.7,0.1214940408,0.2716689341,121.49404079959999,271.6689340891,0.07549287360000001,0.16880719719999998,398.6025088171,891.3023057169,7.9892415774000005,28761.269678725497,17871.134484539198,0.2178351908,84.73788452149999,32587680.0,20249046.0,35,0,0.06961360000000001,4.997,2457600.5,0.2781682298941842,1.2774313126869659,14.089289047018411,176.2542088297754,527.3570582725753,0.9220905056254288,255.55039398442958,1.6327721197485041,2457722.0888383565,276.9974477032102,0.6826494390332529,0
18.2,0.6089126221,1.3615700153999999,608.9126221057,1361.5700153859,0.37836064490000004,0.846040122,1997.7448871092001,4467.0933692788,25.3573501935,91286.4606966716,56721.8566478847,0.49829288979999997,193.8359375,74543560.0,46319220.0,69,0,0.388359,5.445,2458000.5,0.4626233426488658,1.100009023461051,28.79291804959249,94.28465310830929,421.3983186368112,0.591119172083585,194.8272082028749,1.6088988748385167,2458154.77954616,228.1991973832985,0.8542986150599042,0
25.8,0.0183888672,0.0411187571,18.388867207,41.1187571041,0.011426308799999998,0.025550003199999997,60.3309310875,134.9040630575,4.8238986328,17366.0350781873,10790.578851777,0.4017865719,156.2949676514,60106416.0,37348396.0,13,6,0.00120536,4.769,2458000.5,0.3500664333192877,1.3659360913945908,0.6544971567741348,214.1302323153935,583.1012834449405,0.8877677157379978,119.6465718765472,1.8441044670511841,2458076.2001430434,313.26360570697585,0.617388454151796,0
20.0,0.2658,0.5943468684000001,265.8,594.3468684194,0.1651604118,0.36930990799999996,872.047272,1949.9569797851998,13.8149566122,49733.8438037659,30902.6764457344,0.2209074601,85.9330062866,33047286.0,20534632.0,17,0,0.12322999999999999,4.684,2457800.5,0.3596769637508818,1.386424740179289,14.810049412709223,303.0626207535175,596.269885918351,0.8877596991624968,8.091928418666027,1.885089781196081,2458030.2289048894,221.3003813989307,0.6037534487349507,0
26.5,0.013321556699999999,0.0297879063,13.3215566698,29.7879062798,0.008277629,0.0185093411,43.7058959846,97.72935443909999,9.0457338998,32564.6420391146,20234.4021603598,0.0412223303,16.0354862213,6166773.0,3831855.0,7,8,0.040231199999999995,3.591,2457509.5,0.505244300814412,2.06838792359597,8.94311261407907,40.47465107808614,1086.541746133042,1.023346713325751,207.4762011483839,3.1134291338661897,2457533.760277694,351.96192875153963,0.3313264320319264,0
27.0,0.010581688600000002,0.023661375,10.581688593300001,23.661375011399997,0.0065751544,0.0147024923,34.7168272045,77.62918559229999,7.9083899725,28470.203900980498,17690.277529473202,0.0731701413,28.4631843567,10946097.0,6801589.5,5,7,0.0299892,5.4079999999999995,2458000.5,0.1916527436633153,1.1593208796635028,6.8549835639143275,126.6318041308618,455.9360300549091,0.9371338522898244,103.3099434915535,1.381507907037181,2458165.4981331066,229.7200396484566,0.7895844510394245,0
20.8,0.1838886721,0.41118757100000003,183.88867207029998,411.1875710413,0.11426308810000001,0.2555000322,603.309310875,1349.040630575,23.406313807199997,84262.7297059124,52357.583355320996,0.4489438779,174.639175415,67161048.0,41731940.0,17,1,0.241921,5.172999999999999,2458000.5,0.40134046838828796,1.1963977745595529,20.38245577467359,198.49507540682566,477.98230765263617,0.7162349313391166,158.25071435364367,1.676560617779989,2457814.8372245007,139.8348811442544,0.7531659524553419,0
24.4,0.0350392641,0.0783501764,35.0392641108,78.35017643340001,0.021772382599999997,0.0486845275,114.9582192654,257.05439284970004,9.208598403,33150.954250889,20598.713767726,0.2293783591,89.2281799316,34314516.0,21322050.0,11,6,0.023881700000000002,6.6,2458000.5,0.1234611874899854,0.8976958414047334,12.878904740326519,86.4054090738323,310.6649421383505,0.7868652468200834,171.06020484900668,1.0085264359893829,2457962.0988914883,44.499385637177426,1.158804715852614,0
18.3,0.5815070396,1.30028927,581.5070396458,1300.2892700427,0.3613316107,0.807962044,1907.8315559515,4266.0410487267,6.0120696552999995,21643.4507590512,13448.398611922701,0.4519792794,175.8199462891,67615136.0,42014100.0,132,0,0.28057,4.52,2458000.5,0.1664670710284978,1.4956858700143918,9.95210107111675,17.37897485614839,668.1269854106026,1.246703424054386,297.35868619972837,1.7446683159743992,2458244.125919709,228.7295484089409,0.5388197271791966,0
21.8,0.1160259082,0.2594418179,116.0259082094,259.44181790740004,0.0720951346,0.1612096218,380.6624406898,851.1870938635001,11.284409085899998,40623.872709307005,25242.0946842913,0.3364749842,130.8887634277,50335940.0,31277304.0,51,1,0.104736,6.002999999999999,2458000.5,0.3775352983208624,1.001342942840337,7.104126563177386,179.50578277269858,365.9929240029879,0.6233006361936202,170.85216527708383,1.379385249487054,2457994.548482506,5.854064811306019,0.9836255741301191,0
23.9,0.04411182,0.09863702810000001,44.1118199997,98.6370281305,0.027409805699999998,0.0612901888,144.7238235278,323.6123073718,14.0482967922,50573.8684519002,31424.635094459903,0.3373906929,131.2449798584,50472928.0,31362424.0,7,6,0.0381249,5.3660000000000005,2458000.5,0.1852604249175756,1.172630508189698,5.616889274054557,30.36437802257375,463.81010926750776,0.9553884819711618,68.35716073359085,1.389872534408234,2457953.51680935,36.46739968791132,0.7761797183949819,0
27.0,0.010581688600000002,0.023661375,10.581688593300001,23.661375011399997,0.0065751544,0.0147024923,34.7168272045,77.62918559229999,8.4502066629,30420.7439865157,18902.2672842881,0.0046625101,1.8137164116,697501.5625,433407.375,12,6,0.00406748,5.204,2458000.5,0.2931548906703682,1.2156514369203908,2.5213309558044763,222.36482678509,489.56687900351966,0.8592772728367177,74.9765595352553,1.572025601004064,2457827.8844277407,126.9318017176545,0.7353438629932558,0
18.6,0.5064714588,1.1325046106,506.4714588346,1132.5046106177,0.3147066768,0.7037055224,1661.651821003,3715.566426699,9.2638047699,33349.697171581,20722.2048897526,0.4613879929,179.4799346924,69022664.0,42888692.0,15,2,0.40352,3.272,2458000.5,0.5035993445035585,2.3894695517498032,20.7834796079621,127.4042382030533,1349.120303094642,1.1861342517773907,265.4183219115553,3.5928048517222146,2457845.690114991,41.30955443751782,0.2668405472619632,0
23.8,0.046190746,0.1032856481,46.190746028199996,103.28564805040001,0.028701590099999997,0.0641787064,151.544447199,338.8636855496,24.5237445454,88285.48036329131,54857.1641735129,0.47546459539999997,184.9557189941,71128488.0,44197196.0,10,6,0.00972154,5.3020000000000005,2458000.5,0.3412490371939675,1.179422105070707,5.859304230392112,341.9028084819952,467.84535469036666,0.7769454472700461,255.03541941,1.5818987628713692,2458221.4483055286,189.9835849751754,0.7694850368627858,0
25.3,0.023150212200000003,0.0517654482,23.150212221,51.76544821979999,0.0143848705,0.0321655483,75.9521422633,169.8341531374,10.6393996998,38301.838919274596,23799.273188479303,0.061426931100000005,23.8950767517,9189338.0,5709990.0,11,7,0.0174886,7.484,2458000.5,0.3187798659007469,0.7669379674818089,15.96749826892515,321.2516247497641,245.323292150214,0.5224535850537665,349.6954035178186,1.011422349909851,2458049.8100637193,287.63987967410253,1.467451365276674,0
27.6,0.008027031700000001,0.017948988500000002,8.0270316728,17.948988478,0.004987764699999999,0.011152980900000001,26.3354065935,58.887759358100006,6.468318601699999,23285.946966017997,14468.9818800794,0.0034044838,1.3243442774,509303.53125,316466.5625,8,6,0.0040996,5.547999999999999,2458000.5,0.2178886323566262,1.120583139837939,3.546287013586215,298.57798941136014,433.2759195296975,0.8764208120567568,250.8059753946524,1.364745467619122,2458145.062220856,239.88624070128466,0.8308793167890904,0
24.3,0.0366906138,0.0820427065,36.6906137531,82.0427064882,0.0227984834,0.050978958600000006,120.3760332259,269.1689931548,20.5586891793,74011.2810454713,45987.7318251708,0.4895947911,190.4523773193,73242336.0,45510680.0,17,5,0.00796069,5.898,2458000.5,0.1775604273052976,1.0365467546031821,1.5375513320240342,168.6154966654634,385.4621781702726,0.8524970699339214,108.1192411696545,1.2205964392724422,2457970.5253958446,27.994594818442376,0.9339437703301072,0
20.4,0.2210828104,0.49435619259999997,221.0828103591,494.3561926196,0.13737444699999998,0.3071786018,725.3373275385001,1621.9035709942002,10.6505468945,38341.9688201068,23824.2083482491,0.24925337449999999,96.95956420899999,37287776.0,23169550.0,79,1,0.08476189999999999,6.148,2458000.5,0.1741189211272803,0.9806683634597564,10.053773306079,247.07772545593707,354.7167319101018,0.8099154460304878,211.4540997314136,1.151421280889025,2458022.607194123,337.56353403060933,1.014894330079803,0
22.3,0.0921626549,0.2060819612,92.1626548503,206.08196123209999,0.057267201,0.1280533543,302.37092453900004,676.1219416887001,10.3938821092,37417.975592958705,23250.074889969303,0.2966017694,115.37808990479999,44370992.0,27570858.0,13,3,0.20461700000000002,6.218999999999999,2458000.5,0.3346898740686247,0.9544155606965276,18.034979873365423,218.92120474115052,340.56867052055463,0.6349823368778709,193.3561404390003,1.273848784515184,2458048.9413427715,308.79481024677233,1.0570555402226072,0
27.1,0.010105434200000001,0.0225964377,10.1054341542,22.596437710900002,0.0062792237,0.014040771100000002,33.154312590500005,74.1352966996,8.8084108336,31710.2790009036,19703.5341936448,0.0536142583,20.8559474945,8020579.0,4983756.5,3,9,0.031457599999999995,3.362,2457132.5,0.5608659651198024,2.297735843972452,3.9721554549700238,25.08366802973918,1272.180034783378,1.009014012252479,147.1930469236761,3.586457675692425,2457100.897045328,8.942966695783655,0.2829788160142754,0
19.9,0.2783267681,0.6223575734000001,278.3267680719,622.3575733667,0.1729441822,0.38671494770000003,913.1455937611,2041.8556210042002,18.2569205792,65724.9140849742,40838.9056435219,0.3019293975,117.4505310059,45167992.0,28066090.0,20,1,0.0816324,4.31,2458000.5,0.4235477219306421,1.5549370405199268,13.37216383868912,113.40926288162741,708.2191088837585,0.8963469992621373,257.70050943118804,2.2135270817777157,2458221.163662799,247.8328505807963,0.50831726436668,0
20.9,0.1756123185,0.3926810818,175.6123184804,392.6810818086,0.1091204019,0.24400063649999998,576.1559189633,1288.3238004408,20.019671905899997,72070.818861298,44782.0040863437,0.47926048979999997,186.4323425293,71696352.0,44550048.0,34,0,0.0337336,5.148,2458000.5,0.5232631088043329,1.1821487647015059,23.27720540354022,65.77208245525733,469.46868195839113,0.5635739270145939,110.15495314414059,1.8007236023884183,2457785.992688909,164.4894216808606,0.7668243140272065,1
25.5,0.021113244500000003,0.047210649900000005,21.113244479000002,47.2106498806,0.0131191578,0.0293353287,69.26917701640001,154.8905885541,10.639627481,38302.658931456004,23799.7827121594,0.2287836109,88.99682617190001,34225540.0,21266766.0,8,7,0.0190648,4.9,2458000.5,0.2437845300734803,1.322034699895501,9.646838922457327,70.59812942891564,555.2169402545517,0.9997430918406414,12.32004949224955,1.6443263079503603,2457983.834520403,10.80581700593316,0.6483952017655475,0
25.6,0.0201629919,0.04508582059999999,20.1629919443,45.0858206172,0.012528698500000001,0.028015021400000003,66.1515504905,147.91936371370002,12.9405803843,46586.0893836352,28946.7842617371,0.043114334000000004,16.7714767456,6449812.5,4007727.75,10,5,0.019364700000000002,6.9879999999999995,2458000.5,0.2327355642478618,0.8274189112000998,25.631525614421395,14.89206362784464,274.9075016586434,0.6348491040325931,185.85531064219467,1.019988718367607,2457917.9057830246,108.1597189298035,1.309531379929447,0
21.1,0.160160338,0.35812940299999996,160.1603379786,358.1294030194,0.0995189894,0.22253122530000002,525.4604432536,1174.9652706022,0.3355041122,1207.8148038103,750.4891485119999,0.2795638382,108.7503356934,41822156.0,25987084.0,16,2,0.248193,4.417,2458000.5,0.2391597950467165,1.5420851975877032,9.530968025282693,73.65345583097044,699.4569333823478,1.173280417788052,72.29269974981051,1.910889977387353,2457760.191295705,123.683288301744,0.5146850117835794,0
17.9,0.6991252322,1.5632915441,699.1252322458,1563.2915440869,0.4344161447,0.97138403,2293.7180269613,5128.9094295021005,16.7169582902,60181.049844789806,37394.1639993918,0.4000648947,155.6252441406,59848856.0,37188356.0,97,0,0.26094,5.377999999999999,2458000.5,0.3613507160217593,1.1413860290302729,20.24190252323941,44.00659780611721,445.39696704946783,0.7289453701829512,4.7029084707921935,1.5538266878775948,2458143.726148659,244.2349245017006,0.8082677400899696,0
24.9,0.0278326768,0.06223575730000001,27.8326768072,62.2357573367,0.0172944182,0.0386714948,91.31455937610001,204.1855621004,15.2374431796,54854.795446439806,34084.6366483725,0.0165377733,6.4331936836,2474015.5,1537282.0,6,9,0.0010863,5.142,2454040.5,0.4937118842802246,1.208945827252423,1.5357225521538131,206.9584712845233,485.52174768604823,0.6120749048869145,82.87282546066261,1.8058167496179318,2453973.042092281,50.018041199392975,0.7414703908027327,0
20.5,0.2111324448,0.47210649880000005,211.1324447897,472.10649880550005,0.1311915784,0.2933532873,692.6917701639,1548.9058855411,3.2730240662,11782.886638206399,7321.4275336122,0.3028722447,117.8172988892,45309044.0,28153734.0,22,1,0.29280100000000003,4.044,2458000.5,0.2958640266677295,1.76629610671657,9.522213543417724,233.5416315864844,857.4201674321913,1.2437126282958721,107.5887129742162,2.288879585137269,2458373.645307628,203.3296581436175,0.4198641619057443,0
20.2,0.2424124811,0.5420507863,242.41248110080002,542.0507863358,0.1506280858,0.33681463920000004,795.3165644948,1778.3819018419001,32.6442819963,117519.41518677831,73021.99439758451,0.44638906990000005,173.6453552246,66778856.0,41494456.0,8,6,0.082451,3.4189999999999996,2458000.5,0.4026888387011459,1.815764521604482,59.21688524486495,38.54184457415258,893.6916825786782,1.084576415044831,189.12190614908482,2.546952628164132,2457706.79741899,118.3102978630229,0.4028234871351246,0
24.8,0.0291443905,0.06516883820000001,29.144390453499998,65.1688382168,0.018109478999999998,0.0404940262,95.6180819754,213.80853117520002,8.808428696,31710.343305592596,19703.5741500778,0.2526334384,98.2744140625,37793428.0,23483746.0,8,8,0.03541969999999999,6.056,2454775.5,0.3479200511247572,0.9896649279274938,12.382834503992651,220.30805541031066,359.60911948910683,0.645340655606581,301.4048607754086,1.333989200248407,2454853.676857128,281.738167802837,1.001086959394824,0
20.3,0.2315021222,0.5176544822,231.5021222103,517.6544821978,0.14384870519999998,0.3216554833,759.5214226325,1698.3415313737,21.798895285900002,78476.0230292321,48761.9488650248,0.3200918364,124.51572418209999,47885060.0,29754396.0,10,3,0.24639699999999998,4.685,2458000.5,0.5404088641111258,1.3468346318493458,16.41260761365391,211.7190004547103,570.9128781035132,0.6189932583061145,204.31573960379262,2.0746760053925772,2458096.131305936,299.6978567880172,0.6305690654515728,0
22.2,0.09650614699999999,0.2157943048,96.50614695790001,215.7943048444,0.059966121,0.134088323,316.6212271853,707.9865871058,11.5534629036,41592.4664530604,25843.9411691252,0.0801334028,31.1718921661,11987786.0,7448865.0,28,0,0.0113589,5.138,2458000.5,0.3358420223023283,1.2323258844181308,2.552887928472058,252.60061770617858,499.6740356377942,0.8184590672596405,297.887130961073,1.646192701576621,2458112.9230087684,279.0026291742153,0.7204696948891663,0
22.7,0.0766575574,0.1714115092,76.6575573531,171.4115092306,0.0476327831,0.1065101409,251.5011804664,562.3737359442,13.781029999400001,49611.707997820195,30826.7860056456,0.047625475800000004,18.526309967,7124669.5,4427064.5,22,0,0.044068500000000004,5.422000000000001,2458000.5,0.1480468163448711,1.133197833343387,25.92016783109386,144.62885230735682,440.61271949480937,0.965431501827993,108.43737166806221,1.300964164858782,2457999.8001902364,0.5717754023010517,0.8170440481445089,0
21.3,0.1460679643,0.32661789739999997,146.0679642714,326.6178974458,0.090762397,0.20295088960000002,479.2256199,1071.581062656,7.8411911206,28228.2880341284,17539.9604176505,0.251066383,97.6648254395,37558996.0,23338078.0,21,1,0.169228,5.482,2458000.5,0.3244904951452751,1.1254261832979953,12.64895595064658,124.13777170242771,436.0878122512054,0.7602360838301715,22.51255834268758,1.4906162827658183,2457887.6876387554,93.1290646219746,0.8255218097969326,0
25.4,0.022108281,0.0494356193,22.108281035900003,49.435619261999996,0.0137374447,0.0307178602,72.5337327539,162.19035709940002,11.9941472616,43178.9301419303,26829.7080095788,0.0250356654,9.7388744354,3745282.5,2327210.5,15,7,0.025371099999999997,3.4189999999999996,2458000.5,0.5761196194948477,2.197373445340915,8.446311852403277,197.06565184043882,1189.7459488900631,0.9314234921230244,47.71426013078412,3.463323398558805,2457524.2334663128,144.111398141232,0.3025856068985576,0
21.2,0.15295193529999998,0.3420109247,152.9519353442,342.0109247198,0.095039897,0.21251567030000001,501.81082755470004,1122.0831222578,12.0993091698,43557.5130113581,27064.9446819742,0.2426800529,94.4025421143,36304420.0,22558520.0,16,2,0.150454,5.836,2458000.5,0.1757576252161147,1.035272332954641,22.732463770164053,214.25747789003861,384.75151511874964,0.8533153262625865,353.20220116400117,1.217229339646695,2457865.5044807317,126.31109957213579,0.9356688300210844,0
19.6,0.3195618867,0.7145621017,319.5618867213,714.5621017269,0.1985664891,0.4440081677,1048.4314204307,2344.3639258298003,10.0287198389,36103.3914198881,22433.243407541002,0.4779374034,185.91764831540002,71498416.0,44427056.0,50,0,0.29279499999999997,4.613,2458000.5,0.1358804031244531,1.4327951249958792,19.232805264226602,13.69456966416127,626.4329159011738,1.238106345816687,54.54049813911882,1.62748390417507,2457990.1235549618,5.963160809367608,0.5746824454173378,0
25.5,0.021113244500000003,0.047210649900000005,21.113244479000002,47.2106498806,0.0131191578,0.0293353287,69.26917701640001,154.8905885541,3.1987763692,11515.5949291776,7155.342860299201,0.18846662649999998,73.3135147095,28194206.0,17519068.0,16,5,0.029734899999999998,5.528,2458000.5,0.1064290917806996,1.1305361336547541,2.862689347802723,78.63417774554644,439.06123867643714,1.010214199724615,18.167601257430576,1.250858067584893,2457970.6120403926,24.50607002134327,0.8199311810927115,0
22.2,0.09650614699999999,0.2157943048,96.50614695790001,215.7943048444,0.059966121,0.134088323,316.6212271853,707.9865871058,28.012586613899998,100845.3118100346,62661.3549966296,0.408137252,158.7653961182,61056464.0,37938728.0,26,1,0.049938300000000005,5.5120000000000005,2458000.5,0.4988696932157258,1.100327266788939,10.78773208277203,16.980404763228382,421.58120382173865,0.5514073407690427,125.97950099211408,1.649247192808834,2457807.135336048,165.11950341184883,0.8539280137171922,0
20.8,0.1838886721,0.41118757100000003,183.88867207029998,411.1875710413,0.11426308810000001,0.2555000322,603.309310875,1349.040630575,9.5668595728,34440.694462253196,21400.1081785039,0.23204924920000003,90.2671585083,34714076.0,21570326.0,18,3,0.0731788,4.758,2458000.5,0.4427835979827476,1.3505948106761878,7.710385128656684,16.740852739885312,573.3054125504308,0.7525735809881579,222.0526077265961,1.948616040364219,2457956.696729966,27.50571836063429,0.6279375567003436,0
25.3,0.023150212200000003,0.0517654482,23.150212221,51.76544821979999,0.0143848705,0.0321655483,75.9521422633,169.8341531374,3.6732820064,13223.8152231097,8216.764520159399,0.1008246793,39.2207984924,15083157.0,9372239.0,6,9,0.0984829,4.508,2453139.5,0.2752068125000933,1.494112204682,5.5965650199421635,52.55604884195643,667.0728218750538,1.08292234731398,138.6153087183991,1.90530206205002,2453095.061418365,23.98222332530047,0.5396712145880677,0
20.984,0.1689487475,0.3777808842,168.9487475475,377.78088422959996,0.1049798522,0.23474208579999997,554.2938089037,1239.4386362159,5.0437543282,18157.515581574,11282.3740567841,0.41499235549999997,161.4320220947,62081976.0,38575952.0,2,4,0.225872,4.936,2458000.5,0.09220153290794504,1.317603810306662,9.979611082005619,276.6458841181254,552.4280091035946,1.1961187192310392,142.40740527481432,1.4390889013822858,2457869.818853121,85.16080303872748,0.6516686230015007,0
26.2,0.0152951935,0.0342010925,15.295193534400001,34.201092472,0.0095039897,0.021251567000000002,50.1810827555,112.2083122258,11.7688579831,42367.8887390502,26325.7584223282,0.2814096542,109.46835327149999,42098284.0,26158662.0,4,7,0.0204851,6.332000000000001,2458000.5,0.1171010481716168,0.9484959890121808,3.9055053805963396,353.554033334358,337.4051249258065,0.8374261145122801,210.4467403602372,1.0595658635120808,2458076.9050742877,278.4783374305167,1.066966603068528,0
25.3,0.023150212200000003,0.0517654482,23.150212221,51.76544821979999,0.0143848705,0.0321655483,75.9521422633,169.8341531374,7.0544138603999995,25395.8898976053,15780.018364431498,0.0409839756,15.9427661896,6131115.5,3809698.5,4,8,0.0410618,3.847,2456994.5,0.4682804702842951,1.8626114911291,5.07630451718378,62.076942693653,928.4998625645577,0.9903869061062328,41.30923657362282,2.734836076151967,2457023.8397396645,348.6243318870168,0.3877221898618963,0
20.5,0.2111324448,0.47210649880000005,211.1324447897,472.10649880550005,0.1311915784,0.2933532873,692.6917701639,1548.9058855411,16.6666530892,59999.951121296,37281.6362953409,0.2495187608,97.06279754639999,37327476.0,23194218.0,96,0,0.0828979,5.898,2453883.5,0.3449432374913885,0.9987442710924688,33.17788267128009,18.405053808523732,364.56911888664666,0.6542341887958556,234.37727670522142,1.343254353389082,2453924.8098168983,319.2079161043974,0.9874670709888972,0
20.2,0.2424124811,0.5420507863,242.41248110080002,542.0507863358,0.1506280858,0.33681463920000004,795.3165644948,1778.3819018419001,30.9735777005,111504.8797219505,69284.795958342,0.4128711125,160.6068725586,61764640.0,38378768.0,43,0,0.0393898,6.072,2458000.5,0.5110210928269004,0.9584527139008472,29.290231871040174,275.6201964097665,342.73184908258634,0.4686631606203278,227.7976271399708,1.448242267181367,2458123.142703619,231.178084496809,1.05038385245969,1
21.5,0.1332155667,0.29787906280000004,133.2155666981,297.8790627982,0.08277628990000001,0.1850934111,437.05895984589995,977.2935443908,13.4175355995,48303.128158032996,30013.685382417796,0.36788064740000004,143.1055755615,55034160.0,34196644.0,28,1,0.040929400000000005,5.959,2458000.5,0.4233477017426433,1.0074525361571451,4.774411821602036,128.0258111147024,369.34763169414737,0.5809498203602207,324.7389768674062,1.4339552519540701,2458146.7543009412,217.44717490834017,0.974691507696229,1
23.4,0.0555334912,0.1241766613,55.533491158100006,124.1766612574,0.0345069009,0.0771597762,182.1964991311,407.4037573197,14.5697912517,52451.2485059634,32591.1660508304,0.3881681135,150.9974060059,58069124.0,36082480.0,37,0,0.00213431,5.45,2458000.5,0.1375154564122492,1.151770953158521,0.9135674540559208,306.12858617011835,451.48945302301087,0.9933846448525556,333.9039971655325,1.3101572614644859,2457930.3112338544,55.965772053033845,0.7973608189284811,0
21.8,0.1160259082,0.2594418179,116.0259082094,259.44181790740004,0.0720951346,0.1612096218,380.6624406898,851.1870938635001,15.897170497000001,57229.8137892655,35560.38068478,0.4623165743,179.84114074709998,69161576.0,42975012.0,8,9,0.28842399999999996,4.525,2453668.5,0.2411813248021237,1.4608944841450768,20.57514222763362,210.4540292695406,644.9509708892665,1.108554017062852,89.35179859620756,1.8132349512273016,2453555.710419201,62.95710979663473,0.5581819645974444,0
24.3,0.0366906138,0.0820427065,36.6906137531,82.0427064882,0.0227984834,0.050978958600000006,120.3760332259,269.1689931548,12.389985021500001,44603.9460774205,27715.157494606097,0.2861967638,111.3305435181,42814428.0,26603652.0,10,7,0.0253116,4.952,2458000.5,0.2165375274482916,1.3042910116634099,9.913214147110164,63.31204630043169,544.0767642367385,1.021863060924784,155.2452692372039,1.586718962402035,2457866.0287747565,88.97575538924978,0.6616713369574387,0
18.8,0.4619074603,1.0328564805,461.90746028160004,1032.8564805039,0.28701590050000003,0.6417870641,1515.4444719901999,3388.6368554964,14.3714532567,51737.2317240156,32147.503789847404,0.32158101149999996,125.0950088501,48107836.0,29892822.0,88,3,0.264371,3.2889999999999997,2458000.5,0.5642328558483579,2.2549059237810107,25.512106780646892,178.82234317802983,1236.776054445421,0.9826139147366711,82.01389631097395,3.52719793282535,2458057.4745700117,343.41587781364836,0.2910793742375831,0
20.7,0.1925550782,0.4305662442,192.55507818790002,430.566244241,0.1196481415,0.26754137780000004,631.7424027221,1412.6189567557,9.2741332314,33386.879633039396,20745.3086253183,0.1658804264,64.5274887085,24815358.0,15419549.0,26,1,0.0569384,4.207,2458000.5,0.3762686711126573,1.6419839092866562,4.420713970898938,150.2122759027674,768.5139801760112,1.024156805751,323.6986034781306,2.259811012822312,2458081.652560241,321.98517861668154,0.4684365012039858,0
28.8,0.0046190746,0.0103285648,4.6190746028,10.328564805,0.002870159,0.0064178706,15.1544447199,33.886368555,2.9899753510000004,10763.9112635913,6688.2758626465,0.1251754039,48.693229675299996,18725974.0,11635781.0,12,5,0.00430251,5.822,2458000.5,0.08391842453382797,1.056768237548145,0.4389204572591648,272.8372512390882,396.7967023382681,0.9680859119557144,327.43489073628587,1.145450563140575,2457963.9985666336,33.11649500715198,0.9072656044734488,0
21.1,0.160160338,0.35812940299999996,160.1603379786,358.1294030194,0.0995189894,0.22253122530000002,525.4604432536,1174.9652706022,23.197503409299998,83511.012273381,51890.495376201696,0.2835923848,110.3174362183,42424816.0,26361558.0,25,0,0.0423575,5.752999999999999,2458000.5,0.4825395607342837,1.047322369278578,2.799625640885128,159.212149199505,391.4884882918482,0.5419478932597035,354.14389298779747,1.5526968452974519,2458156.945737126,216.13762077386818,0.9195672689400408,1
22.9,0.0699125232,0.1563291544,69.9125232246,156.32915440870002,0.0434416145,0.09713840300000001,229.37180269610002,512.8909429501999,20.9258274923,75332.9789722022,46808.983517477594,0.0878334382,34.1672096252,13139696.0,8164628.5,8,8,0.0522515,6.468,2457452.5,0.5353562908889397,0.8825409900028743,34.676499620710395,343.70377491446953,302.831295994258,0.4100671190374828,320.2012913316593,1.3550148609682657,2457525.7637234605,272.9054995477575,1.188780699887855,0
24.629,0.0315322511,0.070508257,31.5322511215,70.5082569912,0.0195932264,0.0438117862,103.4522707693,231.32630986689998,9.2099934239,33155.9763260042,20601.8342898997,0.1466358703,57.041355133100005,21936414.0,13630656.0,3,6,0.00713414,5.711,2458000.5,0.066493950335202,1.0736868513366071,17.5263589405876,239.38445057164182,406.3636746104858,1.002293171168271,41.73239104842597,1.1450805315049422,2457935.4959565345,57.587469328175594,0.8859059568871971,0
19.3,0.3669061375,0.8204270649,366.9061375314,820.4270648822,0.2279848336,0.5097895857,1203.7603322587,2691.6899315481,21.698622379,78115.04056442769,48537.6483996023,0.130051293,50.5899543762,19455398.0,12089024.0,43,0,0.0575808,4.284,2458000.5,0.5880232086208848,1.5236635966199452,7.195903256778173,200.03777341305732,686.9609715922668,0.6277140396766476,61.285217223234746,2.419613153563243,2457891.701435184,57.0155874253916,0.5240472383250202,0
23.8,0.046190746,0.1032856481,46.190746028199996,103.28564805040001,0.028701590099999997,0.0641787064,151.544447199,338.8636855496,11.4557793121,41240.8055234506,25625.4327431685,0.1057908701,41.1526489258,15826089.0,9833876.0,4,8,0.10557899999999999,5.111000000000001,2456986.5,0.1858227502223301,1.23543136574983,20.077949174096283,66.3627932310087,501.5640051591473,1.005860111655267,295.6516202514057,1.465002619844393,2456927.492109956,42.35319958643573,0.7177548554062831,0
